date,title,link,location
08.12.2022 15:26 Uhr,Auto prallte gegen Baum – Fahrer verstorben,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.1273033.php,Ereignisort:Steglitz-Zehlendorf
08.12.2022 11:04 Uhr,Diebisches Quartett festgenommen,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.1272728.php,Ereignisort:Charlottenburg-Wilmersdorf
08.12.2022 10:22 Uhr,Wohnung brannte - sieben Leichtverletzte,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1272707.php,Ereignisort:Treptow-Köpenick
07.12.2022 15:55 Uhr,Brand mit Todesfolge,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1272828.php,Ereignisort:Neukölln
07.12.2022 13:58 Uhr,Beim Überqueren der Fahrbahn schwer verletzt,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.1272723.php,Ereignisort:Tempelhof-Schöneberg
07.12.2022 13:52 Uhr,Versuchter Suizid in Polizeigewahrsam,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1272712.php,Ereignisort:Tempelhof-Schöneberg
07.12.2022 11:59 Uhr,Mehrere Straftaten auf Bahnsteig begangen,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.1272615.php,Ereignisort:Tempelhof-Schöneberg
07.12.2022 11:56 Uhr,Fußgängerin bei Unfall schwer verletzt,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.1272608.php,Ereignisort:Steglitz-Zehlendorf
07.12.2022 11:51 Uhr,Transporter auf Autobahn überschlagen - Fahrerin schwer verletzt,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.1272605.php,Ereignisort:Charlottenburg-Wilmersdorf
07.12.2022 11:46 Uhr,Edelmetallhandel überfallen,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.1272601.php,Ereignisort:Charlottenburg-Wilmersdorf
07.12.2022 09:38 Uhr,EC-Kartenraub - Tatverdächtiger ermittelt,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.1272001.php,Ereignisort:Tempelhof-Schöneberg
06.12.2022 13:12 Uhr,Schwerer Verkehrsunfall bei Baumschnittarbeiten,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.1272009.php,Ereignisort:Spandau
06.12.2022 11:42 Uhr,Mann überfallen und schwer verletzt,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.1272005.php,Ereignisort:Mitte
06.12.2022 11:21 Uhr,Einkaufswagen auf Gleise geworfen,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.1272002.php,Ereignisort:Marzahn-Hellersdorf
05.12.2022 11:55 Uhr,Fußgänger erfasst und schwer verletzt,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1271725.php,Ereignisort:Reinickendorf
05.12.2022 11:09 Uhr,Tankstellenüberfall mit Schusswaffen,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1271676.php,Ereignisort:Pankow
04.12.2022 16:12 Uhr,Durch Sichtbehinderung von der Fahrbahn abgekommen und überschlagen,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1271501.php,Ereignisort:Treptow-Köpenick
04.12.2022 15:54 Uhr,Brand in Seniorenheim,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1271500.php,Ereignisort:Neukölln
04.12.2022 15:19 Uhr,Verkehrsunfall mit Schwerverletztem,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1271499.php,Ereignisort:Steglitz-Zehlendorf
04.12.2022 12:29 Uhr,Tankbetrug mit mehreren Hundert Litern Kraftstoff begangen,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1271498.php,Ereignisort:bezirksübergreifend
04.12.2022 12:24 Uhr,Mann mit Schussverletzung aufgefunden - Tatverdächtiger festgenommen,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.1271182.php,Ereignisort:Mitte
04.12.2022 12:18 Uhr,Zusammenstoß mit entgegenkommendem Auto,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1271497.php,Ereignisort:Pankow
04.12.2022 11:05 Uhr,Raub mit Schusswaffen - Festnahmen,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1271496.php,Ereignisort:bezirksübergreifend
03.12.2022 14:57 Uhr,Fußgänger durch Verkehrsunfall schwer verletzt,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1271486.php,Ereignisort:Treptow-Köpenick
03.12.2022 11:58 Uhr,Zwei Festnahmen nach Einbruch und Hehlerei,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1271485.php,Ereignisort:Mitte
